TRAVEL_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,sido_gungu_list
b_b007696,22,여,20,3,4,3,4,3,4,6,6,3.0,2,1,"['경북+경주시+황남동', '경북+경주시+노서동']"
b_b010836,22,여,40,2,4,1,3,2,4,4,7,7.0,1,3,['경북+안동시+풍천면']
b_b005809,22,여,30,2,5,2,4,5,4,5,3,9.0,4,1,['경북+칠곡군+가산면']
b_b001036,23,남,40,2,2,1,3,5,3,4,4,3.0,1,3,"['강원+강릉시+강문동', '강원+강릉시+강동면', '강원+양양군+현남면', '강원+강릉시+초당동']"
b_b002314,2,여,20,4,1,2,4,6,5,6,4,1.0,2,1,"['강원+춘천시+동면', '강원+홍천군+서면']"
b_b018443,22,여,20,4,2,2,3,6,6,2,6,6.0,5,1,['부산+해운대구+중동']
b_b000186,22,여,20,4,2,2,4,6,2,6,7,3.0,5,3,"['강원+강릉시+성남동', '강원+강릉시+강문동']"
b_b005780,22,남,20,4,1,1,3,6,6,6,6,3.0,4,1,['강원+춘천시+남산면']
b_b006075,3,여,20,2,4,3,2,2,4,3,3,1.0,6,1,"['경북+경주시+교동', '경북+경주시+인왕동']"
b_b004790,22,여,20,2,2,2,4,6,6,2,6,1.0,2,0,"['부산+수영구+광안동', '부산+중구+부평동2가', '부산+중구+남포동3가', '부산+수영구+민락동', '부산+중구+광복동2가']"
b_b000417,2,여,20,6,1,2,1,4,4,2,7,1.0,1,0,['강원+홍천군+서면']
b_b008272,22,여,20,2,1,1,5,7,1,5,6,2.0,2,1,['경북+안동시+상아동']
b_b000744,7,여,20,2,1,1,1,5,4,5,6,7.0,5,2,"['경북+포항시+남구', '경북+경주시+신평동', '경북+경주시+황남동', '경북+포항시+북구']"
b_b000562,2,여,20,2,4,2,6,6,6,3,6,7.0,1,0,"['부산+수영구+광안동', '부산+해운대구+우동', '부산+해운대구+중동']"
b_b010054,21,남,20,2,1,1,4,5,4,5,6,10.0,6,2,['강원+삼척시+갈천동']
b_b001674,10,남,20,2,1,3,1,4,6,2,7,3.0,4,1,['강원+강릉시+견소동']
b_b003050,22,여,20,4,1,1,1,2,3,1,7,3.0,3,3,"['대구+중구+공평동', '대구+중구+대신동']"
b_b002306,25,여,30,3,3,2,1,2,4,1,7,1.0,2,3,"['강원+원주시+일산동', '강원+원주시+지정면']"
b_b005788,1,남,20,5,2,2,3,5,5,1,7,1.0,2,1,"['대구+중구+동성로2가', '대구+동구+신천동', '대구+수성구+두산동']"
b_b003773,24,여,50,4,2,2,2,2,2,2,2,2.0,5,2,"['대구+동구+신천동', '대구+동구+용수동', '경북+군위군+부계면']"
b_b006837,2,남,20,4,2,1,1,4,4,7,1,3.0,6,1,['경북+경주시+황남동']
b_b007929,22,여,50,3,2,2,5,2,3,5,6,1.0,1,2,"['경북+경주시+인왕동', '경북+경주시+황남동', '경남+양산시+물금읍']"
b_b012562,3,여,20,4,4,4,2,3,5,2,5,7.0,5,0,['경북+경주시+인왕동']
b_b018645,22,여,40,1,4,2,1,1,6,3,4,7.0,1,1,"['울산+중구+태화동', '울산+동구+일산동']"
b_b003318,2,여,20,2,4,3,5,5,4,2,6,1.0,2,0,"['경북+경주시+교동', '경북+경주시+인왕동', '경북+경주시+성건동', '경북+경주시+천군동']"
b_b006299,21,여,30,2,2,3,1,1,5,6,7,2.0,5,1,['부산+해운대구+송정동']
b_b006857,3,남,30,4,2,3,3,2,4,5,6,2.0,2,1,['경남+밀양시+내일동']
b_b011603,22,남,30,1,1,1,1,1,7,7,7,5.0,1,1,['강원+철원군+갈말읍']
b_b004532,1,남,50,3,1,2,2,4,4,5,3,3.0,2,2,"['강원+속초시+동명동', '강원+양양군+강현면', '강원+강릉시+죽헌동']"
b_b004464,13,여,20,2,2,2,6,4,5,2,6,2.0,2,0,"['경북+경주시+교동', '경북+경주시+천군동', '경북+경주시+신평동', '경북+경주시+양남면']"
b_b009611,23,남,20,3,5,1,5,3,2,6,6,3.0,2,1,['강원+동해시+망상동']
b_b007048,22,남,20,4,1,1,3,4,2,1,7,7.0,2,0,['경북+경주시+황남동']
b_b006264,22,여,30,1,5,3,3,2,3,6,3,3.0,3,2,"['강원+춘천시+북산면', '강원+춘천시+삼천동']"
b_b010957,1,여,30,3,6,5,1,2,5,3,6,2.0,6,1,"['부산+기장군+기장읍', '부산+해운대구+중동']"
b_b000577,24,남,20,7,2,2,1,4,4,6,2,3.0,1,2,"['강원+양양군+강현면', '강원+속초시+조양동']"
b_b004163,28,남,40,4,7,5,5,6,6,2,5,3.0,1,1,"['강원+속초시+중앙동', '강원+속초시+설악동']"
b_b011006,28,남,30,1,1,1,4,4,7,5,7,2.0,6,1,['경남+통영시+동호동']
b_b004651,22,남,30,4,1,1,4,4,4,5,5,3.0,6,5,"['경북+경주시+교동', '경북+경주시+인왕동', '경북+경주시+황남동']"
b_b009263,3,여,20,4,5,4,1,4,4,1,2,3.0,3,1,"['경북+경주시+인왕동', '경북+경주시+황남동']"
b_b002691,3,여,20,3,2,1,4,3,4,6,5,8.0,1,6,"['경북+경주시+인왕동', '경북+경주시+황남동']"
b_b011097,3,여,20,5,2,6,5,5,6,5,3,7.0,2,0,['강원+평창군+진부면']
b_b005876,2,남,30,5,5,4,4,5,4,5,4,3.0,1,1,['경북+경주시+천군동']
b_b006588,2,남,30,2,2,6,4,3,2,5,3,2.0,2,2,"['경북+경주시+남산동', '경북+경주시+천군동']"
b_b005701,21,여,60,1,2,2,3,1,2,2,2,2.0,2,3,"['강원+영월군+한반도면', '강원+영월군+영월읍', '강원+영월군+남면']"
b_b012015,2,여,50,1,7,2,1,1,1,7,2,3.0,2,1,['경남+진주시+이반성면']
b_b007533,6,남,40,2,1,2,1,6,6,2,2,1.0,1,0,['강원+강릉시+초당동']
b_b011414,27,남,30,2,2,4,6,3,1,7,6,7.0,2,0,['강원+원주시+지정면']
b_b005547,22,여,20,3,3,3,5,2,5,5,6,3.0,5,4,['강원+춘천시+삼천동']
b_b012595,3,여,20,1,1,1,1,1,1,1,7,2.0,5,0,['경북+경주시+교동']
b_b007518,2,여,40,6,6,2,2,6,3,2,7,7.0,1,6,['강원+춘천시+중도동']
b_b000571,2,남,20,2,1,1,4,1,3,1,7,1.0,5,1,"['울산+동구+일산동', '경북+경주시+천군동', '부산+기장군+기장읍']"
b_b006448,21,남,50,3,3,2,3,3,5,3,6,1.0,1,3,['경북+경주시+교동']
b_b006719,22,남,30,2,3,4,6,2,2,6,4,1.0,2,1,['경북+포항시+북구']
b_b016471,1,여,20,2,1,3,2,2,2,2,3,2.0,1,1,"['대구+동구+신천동', '대구+북구+칠성동2가', '대구+동구+용수동']"
b_b001851,23,남,40,6,2,5,3,2,6,6,3,1.0,5,1,['경남+창원시+진해구']
b_b006277,2,여,30,1,4,2,2,3,1,2,7,1.0,1,1,"['경남+합천군+용주면', '경남+합천군+가회면']"
b_b003843,10,여,30,1,1,2,2,2,3,2,2,2.0,2,3,"['강원+속초시+동명동', '강원+속초시+조양동']"
b_b018509,22,여,30,2,2,4,6,3,4,3,7,3.0,1,1,['경북+안동시+상아동']
b_b004026,2,여,20,3,1,2,6,6,7,7,7,1.0,2,4,"['경북+경주시+교동', '경북+경주시+인왕동', '경북+경주시+천군동']"
b_b014359,22,남,50,4,7,4,1,4,4,6,4,3.0,1,1,['강원+평창군+대관령면']
b_b003221,5,남,20,4,1,2,2,4,5,5,3,7.0,2,2,['강원+강릉시+안현동']
b_b007960,10,여,30,2,1,1,3,4,4,6,5,2.0,4,3,['강원+정선군+정선읍']
b_b005355,22,남,20,3,2,2,4,4,3,3,5,1.0,3,1,"['경북+경주시+교동', '경북+경주시+인왕동', '경북+경주시+황남동']"
b_b009751,21,여,20,4,5,6,2,2,7,3,6,2.0,2,0,['경북+경산시+남산면']
b_b016268,5,여,20,4,1,3,2,4,4,6,1,7.0,3,0,"['강원+강릉시+저동', '강원+강릉시+강문동']"
b_b011769,1,여,40,2,2,6,3,1,5,5,6,3.0,1,1,"['경북+경주시+인왕동', '경북+경주시+황남동']"
b_b008559,2,남,20,3,2,2,4,3,3,3,6,2.0,4,1,"['강원+속초시+대포동', '강원+속초시+청호동', '강원+속초시+동명동', '강원+속초시+조양동']"
b_b000602,1,여,20,4,2,3,4,4,6,7,4,3.0,1,2,"['부산+해운대구+송정동', '부산+부산진구+부전동', '부산+중구+남포동3가', '부산+해운대구+중동']"
b_b007145,6,여,30,6,4,4,2,6,2,3,6,8.0,5,0,"['부산+해운대구+우동', '부산+해운대구+중동']"
b_b016361,12,남,40,4,6,2,4,4,6,5,4,3.0,5,1,['강원+춘천시+남산면']
b_b004239,26,여,30,2,4,2,2,2,3,3,2,3.0,5,1,"['강원+고성군+토성면', '강원+고성군+거진읍']"
b_b005784,6,여,20,3,2,2,3,3,4,3,6,3.0,4,1,"['울산+동구+일산동', '울산+울주군+서생면', '울산+남구+매암동']"
b_b003860,3,남,30,1,3,2,2,3,2,4,5,3.0,1,1,"['강원+강릉시+강동면', '강원+강릉시+죽헌동', '강원+강릉시+성남동', '강원+강릉시+견소동']"
b_b007636,2,남,30,2,1,2,1,3,4,2,1,3.0,1,2,['강원+춘천시+중도동']
b_b003881,7,여,30,4,1,1,3,2,3,5,6,1.0,3,3,"['강원+정선군+사북읍', '충북+제천시+청풍면']"
b_b011617,4,남,40,4,2,2,2,6,5,6,6,2.0,4,1,['부산+해운대구+우동']
b_b000381,1,남,30,5,4,5,4,2,6,3,2,7.0,1,3,"['대구+수성구+황금동', '대구+중구+서문로1가']"
b_b007664,2,여,20,7,1,5,2,6,5,5,3,1.0,2,0,['경북+경주시+천군동']
b_b005062,5,여,20,1,2,1,7,6,6,6,7,7.0,1,3,['강원+양양군+손양면']
b_b001604,6,여,40,4,4,1,1,4,6,4,3,2.0,1,1,['경북+경주시+천군동']
b_b000037,2,남,20,3,3,2,3,4,3,2,5,3.0,7,12,"['경북+경주시+천군동', '경북+청도군+운문면']"
b_b007544,2,여,50,6,2,2,6,6,2,6,6,5.0,1,0,['부산+기장군+기장읍']
b_b008584,22,남,20,3,3,1,6,7,1,7,7,1.0,2,5,"['부산+영도구+영선동4가', '부산+영도구+동삼동', '부산+해운대구+중동']"
b_b000194,23,남,40,2,2,3,2,2,3,3,3,2.0,2,3,"['부산+기장군+기장읍', '부산+해운대구+중동']"
b_b005975,21,여,30,2,4,2,3,5,6,3,6,9.0,4,3,"['강원+양양군+현남면', '강원+원주시+지정면', '강원+양양군+현북면']"
b_b007785,23,여,40,2,2,6,2,2,6,6,5,1.0,1,3,['강원+춘천시+남산면']
b_b006336,2,여,30,4,4,4,4,4,4,4,4,1.0,1,2,['경남+창원시+마산합포구']
b_b011174,1,여,20,2,4,1,3,5,2,7,7,1.0,2,3,['대구+동구+신천동']
b_b009457,12,남,40,1,4,1,2,2,2,1,7,6.0,4,3,['경북+포항시+남구']
b_b015631,12,여,30,4,1,1,5,6,3,1,7,5.0,2,1,"['경남+합천군+용주면', '경남+합천군+합천읍']"
b_b003825,22,남,30,1,1,2,4,5,5,3,5,1.0,2,1,['대구+중구+대봉동']
b_b002533,23,여,20,3,2,2,2,3,2,2,6,2.0,2,1,"['경북+경주시+교동', '경북+포항시+남구', '경북+경주시+황남동', '경북+포항시+북구']"
b_b003081,2,여,20,4,2,1,2,4,3,1,4,1.0,4,1,"['강원+강릉시+강동면', '강원+강릉시+강문동']"
b_b004624,24,여,20,3,2,1,6,5,3,2,3,3.0,1,1,"['강원+속초시+중앙동', '강원+속초시+조양동', '강원+속초시+설악동']"
b_b006126,1,남,30,1,1,4,1,4,4,1,5,1.0,6,1,"['강원+동해시+망상동', '강원+강릉시+강문동']"
b_b005920,4,남,20,7,1,1,1,1,7,1,1,4.0,4,0,"['부산+수영구+광안동', '부산+해운대구+중동']"
b_b011043,6,여,40,1,1,1,1,4,4,1,7,7.0,1,2,['강원+원주시+지정면']
b_b000802,22,남,30,7,1,1,1,1,1,1,7,9.0,1,2,['부산+기장군+기장읍']
b_b013679,1,여,60,1,3,1,1,5,1,2,6,6.0,2,1,['경북+포항시+북구']
b_b015237,1,여,30,5,4,5,2,2,5,7,3,3.0,1,1,['부산+기장군+기장읍']
b_b011435,9,여,20,4,5,1,2,4,6,2,7,8.0,1,2,"['경남+진주시+망경동', '경남+진주시+본성동']"
b_b009302,23,남,20,1,1,3,1,1,5,1,3,3.0,4,1,['강원+속초시+동명동']
b_b006610,9,남,20,2,3,5,6,3,6,3,6,2.0,4,1,['경남+거창군+남상면']
b_b008228,3,여,20,4,1,3,3,5,4,2,7,7.0,1,2,"['경북+경주시+교동', '경북+경주시+진현동', '경북+경주시+황남동']"
b_b005519,28,남,30,2,2,2,1,1,2,6,7,2.0,3,0,['강원+춘천시+서면']
b_b002862,2,여,30,5,2,5,1,4,6,2,4,3.0,6,7,['강원+고성군+토성면']
b_b008256,2,남,20,1,1,1,7,4,7,1,7,1.0,3,0,['경북+경주시+천군동']
b_b015736,1,여,40,4,5,5,4,5,5,4,5,2.0,4,5,['강원+평창군+봉평면']
b_b004420,28,여,30,1,6,5,1,1,6,6,3,1.0,3,0,['부산+기장군+기장읍']
b_b015983,2,남,20,4,3,3,3,5,5,3,6,3.0,2,1,['경북+경주시+황남동']
b_b002777,23,남,20,1,1,1,4,2,3,4,5,2.0,2,1,"['강원+강릉시+명주동', '강원+강릉시+강문동', '강원+강릉시+임당동']"
b_b006935,6,여,60,3,4,4,2,4,4,3,6,1.0,1,2,"['강원+양구군+방산면', '강원+춘천시+삼천동']"
b_b011566,10,남,30,2,2,4,2,1,6,6,2,3.0,5,2,['울산+울주군+상북면']
b_b000061,21,여,20,4,2,4,3,3,4,5,2,1.0,2,2,['경기+가평군+가평읍']
b_b006289,24,남,30,2,7,4,2,2,2,2,2,4.0,3,1,['경남+양산시+물금읍']
b_b011555,22,여,20,3,2,1,6,2,4,3,5,5.0,2,3,"['강원+강릉시+성남동', '강원+강릉시+죽헌동']"
c_c002219,3,여,30,5,5,3,4,3,5,3,5,2.0,2,1,['경남+밀양시+내일동']
b_b009520,2,여,20,2,1,1,2,3,6,2,2,1.0,1,1,['울산+중구+북정동']
b_b006157,9,남,20,3,2,2,5,2,2,5,5,2.0,2,1,"['강원+강릉시+명주동', '강원+강릉시+성남동', '강원+강릉시+임당동']"
b_b004918,3,여,20,3,2,2,6,6,2,7,2,2.0,2,1,"['강원+속초시+중앙동', '강원+속초시+동명동', '강원+속초시+설악동']"
b_b005822,1,여,20,4,2,2,2,4,5,5,6,3.0,4,1,"['부산+기장군+기장읍', '부산+기장군+장안읍']"
a_a011440,24,여,50,1,7,3,4,1,6,1,5,1.0,2,0,['강원+원주시+지정면']
b_b001232,3,여,20,2,2,5,2,2,2,2,4,1.0,3,0,"['경남+하동군+하동읍', '경남+하동군+화개면']"
a_a000193,2,여,20,2,6,2,6,2,6,6,2,2.0,2,1,"['강원+강릉시+강문동', '강원+강릉시+초당동']"
b_b008164,22,남,30,2,2,2,2,2,5,3,6,3.0,1,1,['강원+속초시+조양동']
b_b001045,2,여,30,2,2,2,2,4,4,6,2,2.0,2,1,['강원+홍천군+서면']
b_b005402,22,여,20,1,1,2,1,1,6,5,6,2.0,5,3,['강원+강릉시+강동면']
b_b010124,2,남,30,2,2,2,2,2,2,1,4,1.0,1,1,['강원+속초시+조양동']
b_b018608,21,여,40,1,7,7,1,4,7,4,6,2.0,4,1,['경북+청도군+화양읍']
b_b010889,6,여,50,5,3,4,5,4,5,3,5,3.0,1,1,"['부산+수영구+광안동', '부산+기장군+기장읍', '부산+해운대구+중동']"
b_b001744,7,남,20,1,1,1,2,2,2,2,5,3.0,2,7,['경북+포항시+북구']
b_b009427,3,남,20,2,2,1,4,2,5,2,6,1.0,1,0,"['경북+경주시+교동', '경북+경주시+황남동', '경북+경주시+인왕동', '경북+경주시+구황동', '경북+경주시+문무대왕면']"
b_b014349,22,여,20,2,2,2,4,5,4,6,6,1.0,1,1,"['경북+경주시+교동', '경북+경주시+인왕동']"
b_b015290,21,남,30,5,3,2,5,5,3,3,4,2.0,1,1,['강원+춘천시+남산면']
b_b006606,6,여,40,2,2,3,4,6,3,6,7,7.0,3,1,"['강원+정선군+남면', '강원+영월군+영월읍']"
b_b008079,9,여,20,6,4,2,7,7,5,6,7,3.0,2,1,['부산+수영구+광안동']
b_b018751,2,여,20,3,1,1,4,4,4,5,7,2.0,1,1,['대구+중구+공평동']
b_b011250,3,남,30,2,3,2,6,6,2,6,6,2.0,1,1,['부산+중구+부평동2가']
b_b001782,23,여,40,3,5,2,2,6,3,2,6,2.0,1,2,"['강원+정선군+사북읍', '경기+여주시+상거동', '강원+정선군+정선읍']"
b_b011338,1,남,50,2,6,5,2,2,6,6,6,8.0,1,1,['경남+양산시+하북면']
b_b006008,1,남,30,3,3,5,3,4,5,2,6,1.0,1,3,['경북+영주시+봉현면']
b_b004117,8,남,30,1,1,1,1,1,6,2,6,2.0,2,1,['강원+홍천군+서면']
b_b008020,1,남,30,2,2,3,2,2,6,5,6,1.0,4,1,"['경북+경주시+교동', '경북+경주시+인왕동', '경북+경주시+황남동']"
b_b007729,6,여,50,3,5,5,2,2,6,6,5,1.0,1,0,['경북+경주시+인왕동']
b_b008322,4,남,20,5,3,6,4,1,4,3,4,3.0,1,1,"['부산+수영구+광안동', '부산+동구+초량동']"
b_b006423,2,여,30,2,2,1,6,6,1,1,7,7.0,1,1,['강원+춘천시+중도동']
b_b006787,2,여,20,3,1,1,3,6,4,1,7,1.0,3,1,['대구+달서구+두류동']
b_b012553,3,여,20,3,3,2,5,5,5,3,3,1.0,1,1,['경북+경주시+황남동']
b_b005041,22,여,20,2,2,1,4,6,6,1,6,2.0,2,1,['강원+춘천시+사북면']
b_b007174,9,여,50,4,4,4,4,4,4,4,4,2.0,1,1,['경남+양산시+물금읍']
b_b007627,6,여,30,3,3,3,3,3,2,5,2,7.0,1,3,['부산+사하구+하단동']
b_b007930,28,남,60,2,3,4,4,5,4,3,5,2.0,2,4,"['강원+양양군+서면', '강원+속초시+설악동']"
b_b005151,1,남,50,5,6,5,4,4,3,5,3,3.0,3,4,"['강원+속초시+노학동', '강원+고성군+토성면']"
b_b011476,22,남,30,4,3,2,2,3,2,6,6,5.0,4,0,"['강원+속초시+중앙동', '강원+속초시+교동', '강원+강릉시+사천면', '강원+강릉시+견소동']"
b_b004865,7,남,30,3,1,5,6,3,3,5,5,2.0,2,1,"['경남+통영시+동호동', '경남+통영시+도남동']"
b_b008186,27,여,30,5,4,4,5,4,4,4,2,3.0,2,1,['강원+양양군+서면']
b_b004475,27,여,40,4,2,2,3,5,5,3,2,7.0,5,5,['울산+중구+태화동']
b_b006346,5,남,40,1,4,1,5,2,2,6,2,1.0,1,3,['경남+창원시+의창구']
b_b006986,8,여,30,2,2,2,1,5,1,1,5,2.0,4,0,"['강원+정선군+화암면', '강원+정선군+정선읍']"
b_b001856,5,남,20,6,1,2,4,4,6,2,7,7.0,3,0,"['강원+양양군+양양읍', '강원+양양군+강현면']"
b_b002541,6,여,20,1,4,2,6,5,6,2,1,3.0,5,3,"['울산+중구+태화동', '울산+남구+신정동', '울산+남구+매암동']"
b_b006420,4,남,30,3,2,4,1,2,6,1,6,3.0,1,2,['경북+포항시+북구']
b_b011045,2,남,40,5,2,1,4,5,5,2,5,10.0,1,2,['강원+춘천시+중도동']
b_b010926,9,여,20,3,6,5,5,3,5,3,6,1.0,2,0,"['경남+진주시+망경동', '경남+진주시+본성동']"
b_b005055,23,여,30,2,2,2,2,2,5,2,5,1.0,3,0,['부산+해운대구+중동']
b_b000960,22,남,20,5,3,2,2,2,6,6,7,5.0,2,1,"['부산+기장군+기장읍', '부산+수영구+민락동', '부산+해운대구+중동']"
b_b004393,1,여,20,2,2,2,3,2,3,4,4,2.0,1,0,"['강원+강릉시+강문동', '강원+강릉시+견소동']"
b_b006349,12,여,40,1,7,4,6,2,3,6,6,2.0,3,3,['경북+문경시+문경읍']
b_b009545,1,여,20,2,1,2,2,2,6,2,4,2.0,3,0,['대구+북구+칠성동2가']
b_b009861,21,여,20,1,1,4,4,6,1,4,7,7.0,1,0,"['강원+강릉시+성남동', '강원+강릉시+견소동']"
b_b003370,2,여,20,3,2,2,5,2,2,1,4,3.0,2,5,['경북+경주시+천군동']
b_b011242,21,남,30,2,3,2,2,2,3,6,5,6.0,6,1,['부산+해운대구+중동']
b_b001299,7,남,30,2,1,1,2,2,3,2,2,1.0,1,2,"['강원+양양군+현북면', '강원+강릉시+성남동']"
b_b003859,21,여,20,2,5,1,2,7,6,1,7,2.0,1,2,"['강원+양양군+현북면', '강원+양양군+현남면']"
b_b005652,2,여,20,3,3,3,5,4,5,3,6,4.0,4,0,"['경북+경주시+진현동', '경북+경주시+인왕동', '경북+경주시+천군동', '경북+경주시+황남동']"
b_b006236,21,여,30,6,4,4,1,3,4,4,7,3.0,1,1,"['경북+경주시+교동', '경북+경주시+인왕동', '부산+기장군+장안읍']"
b_b004778,21,여,30,1,2,2,5,3,6,3,3,7.0,4,1,['강원+강릉시+견소동']
b_b011118,1,여,40,4,1,4,3,4,2,6,6,3.0,2,1,['부산+기장군+기장읍']
b_b005273,3,여,30,1,1,1,5,7,1,1,7,5.0,5,1,"['경북+경주시+진현동', '경북+경주시+천군동']"
b_b006321,7,남,30,4,2,2,5,4,4,3,5,4.0,2,1,"['부산+수영구+광안동', '부산+해운대구+중동']"
b_b001651,4,여,20,3,3,3,1,3,3,1,5,2.0,4,1,['경북+포항시+북구']
b_b011101,21,여,40,2,2,3,3,2,5,2,6,2.0,6,0,['강원+춘천시+사농동']
b_b010300,1,여,20,6,1,1,3,7,3,1,7,3.0,3,1,['부산+기장군+기장읍']
b_b006646,9,남,30,1,1,1,5,4,1,1,2,10.0,5,0,['강원+강릉시+포남동']
b_b002136,3,남,50,3,5,3,1,3,1,2,4,2.0,1,1,"['강원+속초시+중앙동', '강원+양양군+강현면', '강원+속초시+노학동', '강원+원주시+지정면']"
c_c011995,21,여,20,6,5,2,1,2,5,6,4,1.0,1,4,"['전북+부안군+변산면', '전북+부안군+진서면']"
c_c012367,1,여,20,1,1,1,7,1,1,1,1,2.0,4,0,['충남+천안시+동남구']
b_b006673,26,여,40,1,7,1,5,1,7,6,7,2.0,7,1,"['전북+전주시+완산구', '전북+전주시+덕진구']"
c_c002721,22,여,40,1,4,1,4,4,2,1,6,1.0,2,2,"['충남+태안군+남면', '충남+태안군+원북면', '충남+태안군+안면읍']"
c_c005656,3,여,30,5,7,7,7,1,6,1,7,3.0,1,1,"['충남+공주시+웅진동', '충남+공주시+신관동', '충남+공주시+금성동']"
c_c009097,22,여,30,3,3,2,4,6,3,6,7,3.0,2,2,['전남+장흥군+장흥읍']
c_c005738,9,여,20,2,6,2,4,2,2,3,6,7.0,4,0,"['충남+공주시+금성동', '충남+공주시+신관동']"
c_c008109,2,남,20,6,2,4,3,2,4,6,2,2.0,1,0,['광주+북구+충효동']
c_c004083,6,남,30,5,6,6,7,4,6,3,1,3.0,1,3,"['전북+군산시+장미동', '전북+군산시+나운동']"
c_c009020,2,남,40,2,6,2,4,6,2,6,5,2.0,1,3,['전북+정읍시+내장동']
c_c005061,6,남,40,2,2,3,3,3,3,5,3,8.0,3,2,['전남+담양군+월산면']
c_c003905,1,여,20,2,2,2,3,1,7,2,2,5.0,1,1,"['대전+서구+만년동', '대전+유성구+도룡동']"
c_c014285,2,여,20,1,3,1,6,5,4,7,7,1.0,2,0,['세종특별자치시+연기면+세종리']
c_c012305,1,여,20,6,3,2,5,6,7,2,5,1.0,5,1,"['대전+서구+월평동', '대전+서구+만년동']"
c_c009343,2,여,40,5,5,6,6,6,7,7,5,2.0,1,2,['충남+논산시+연무읍']
c_c012063,1,남,30,1,1,1,4,4,2,4,4,3.0,1,1,['충남+천안시+서북구']
c_c000586,23,남,30,6,3,3,2,3,5,6,3,3.0,2,3,"['전북+남원시+어현동', '전북+남원시+천거동']"
c_c005023,10,남,20,5,2,1,4,6,3,6,5,3.0,1,1,"['전남+여수시+중앙동', '전남+여수시+소라면']"
c_c002926,22,남,20,2,2,2,6,2,6,2,6,3.0,1,3,['전남+담양군+담양읍']
c_c010956,26,여,30,6,2,2,1,4,6,2,5,3.0,1,1,['전남+순천시+대대동']
c_c001101,3,남,40,2,1,1,3,3,4,6,2,3.0,2,1,['충남+공주시+웅진동']
c_c009078,3,여,20,5,3,2,3,3,3,2,4,7.0,2,0,['충남+천안시+동남구']
c_c002592,21,여,20,6,2,1,3,6,2,6,5,3.0,2,3,"['전남+나주시+빛가람동', '전남+나주시+과원동', '전남+나주시+남평읍']"
c_c011787,22,여,30,4,5,2,6,2,6,3,6,3.0,2,1,"['경남+하동군+악양면', '전남+담양군+담양읍']"
c_c009619,8,여,40,2,1,1,6,6,1,5,7,3.0,2,2,['충남+서천군+한산면']
c_c002480,12,여,20,2,4,2,4,4,3,6,5,1.0,2,0,['전남+순천시+대대동']
c_c000325,24,여,20,2,1,2,2,2,6,3,5,1.0,2,1,"['전남+여수시+중앙동', '전남+여수시+돌산읍', '전남+순천시+대대동']"
c_c003893,9,여,20,3,2,2,3,5,3,2,6,3.0,2,4,['전북+익산시+금마면']
c_c000489,26,여,40,3,2,2,2,2,5,2,6,3.0,1,5,"['충북+진천군+문백면', '충북+옥천군+군서면']"
c_c012887,4,여,20,4,1,1,3,4,3,6,6,3.0,3,2,['전북+전주시+완산구']
c_c012129,6,여,30,2,6,2,3,5,6,5,5,7.0,2,0,['전남+나주시+반남면']
c_c006375,5,여,30,3,4,3,2,6,2,3,6,7.0,1,0,['전남+담양군+담양읍']
c_c009381,10,여,30,2,5,3,5,3,6,2,3,7.0,3,1,['충남+아산시+음봉면']
c_c002979,10,남,30,3,1,3,3,3,5,3,4,2.0,3,0,"['대전+유성구+봉명동', '대전+동구+원동']"
c_c008908,2,남,30,1,6,2,3,4,4,1,6,1.0,2,1,['충남+당진시+신평면']
c_c008922,2,여,30,2,4,1,4,3,2,3,6,1.0,2,1,['충남+아산시+탕정면']
c_c004200,3,여,50,2,4,3,3,4,6,4,5,3.0,6,7,"['충남+보령시+성주면', '충남+보령시+남포면']"
c_c007546,6,남,20,6,2,3,6,6,5,5,4,1.0,2,0,"['전남+순천시+덕암동', '전남+순천시+오천동', '전남+순천시+조례동', '전남+순천시+대대동']"
c_c002317,1,여,20,7,7,7,2,1,1,1,1,1.0,2,4,"['전북+군산시+경암동', '전북+전주시+덕진구', '전북+부안군+변산면', '전북+전주시+완산구']"
c_c013343,26,여,20,2,1,1,5,6,1,5,6,1.0,1,0,"['충북+제천시+모산동', '충북+제천시+청풍면', '충북+제천시+수산면', '충북+제천시+송학면']"
c_c004606,3,남,20,4,2,3,6,4,5,2,5,3.0,1,2,"['충남+부여군+부여읍', '전북+전주시+완산구', '전북+익산시+금마면']"
c_c005587,3,여,30,5,6,2,2,7,4,2,6,8.0,3,3,['충남+부여군+부여읍']
c_c011344,2,여,30,2,2,4,4,3,4,6,3,1.0,6,1,"['전남+순천시+오천동', '전남+순천시+대대동']"
c_c009987,1,여,40,4,1,5,7,6,5,1,5,2.0,1,3,['전북+부안군+진서면']
c_c009978,12,여,20,1,1,2,4,2,5,1,7,1.0,4,1,"['전북+군산시+신창동', '전북+군산시+옥도면']"
c_c012022,24,여,40,4,4,4,4,4,4,4,4,4.0,5,2,"['충북+제천시+모산동', '충북+제천시+봉양읍', '충북+제천시+백운면']"
